10,100,1000,40,60,80,10,20,30
1,,,1,,,1,,
1,,,1,,,,1,
1,,,1,,,,,1
1,,,,1,,1,,
1,,,,1,,,1,
1,,,,1,,,,1
1,,,,,1,1,,
1,,,,,1,,1,
1,,,,,1,,,1
,1,,1,,,1,,
,1,,1,,,,1,
,1,,1,,,,,1
,1,,,1,,1,,
,1,,,1,,,1,
,1,,,1,,,,1
,1,,,,1,1,,
,1,,,,1,,1,
,1,,,,1,,,1
,,1,1,,,1,,
,,1,1,,,,1,
,,1,1,,,,,1
,,1,,1,,1,,
,,1,,1,,,1,
,,1,,1,,,,1
,,1,,,1,1,,
,,1,,,1,,1,
,,1,,,1,,,1
